timesteps,updates,loss,policy_loss,value_loss,entropy,mean_return
22912,200,5.600278041362762,-0.0613121691159904,5.6778485715389255,1.6258369320631028,-27.675
23040,200,7.499996550083161,-0.05137163093313575,7.567564363479614,1.6196194785833358,-18.174999999999997
23168,200,4.401859630346298,-0.07182978894561529,4.490599357485771,1.6909935653209687,-29.424999999999997
23296,200,5.004930559396744,-0.06416729648597538,5.085546350479126,1.6448495572805404,-25.625
23424,200,5.780348659753799,-0.06352906307671219,5.861137654781341,1.7259930610656737,-27.724999999999998
23552,200,2.731462146639824,-0.08289241341408342,2.831947150528431,1.7592599755525589,-20.725
23680,200,3.9706519949436188,-0.0777477044146508,4.0658955943584445,1.7495878392457962,-25.724999999999998
23808,200,7.737659645080567,-0.054588851914741096,7.808874753713607,1.6626225125789642,-34.175
23936,200,7.7427496910095215,-0.06164337205234915,7.821752673387527,1.735960726737976,-41.025
24064,200,15.445681025981903,-0.0304640826350078,15.493072214126586,1.6927112495899201,-30.574999999999996
24192,200,5.800358244180679,-0.06037535076960921,5.8774731361866,1.6739539802074432,-21.674999999999994
24320,200,7.178042297363281,-0.056479771174490455,7.2509408378601075,1.6418783968687058,-45.44999999999999
24448,200,5.44439625620842,-0.07127969975583255,5.531741008758545,1.606504372358322,-32.624999999999986
24576,200,8.684630830287933,-0.05957314398605376,8.759464211463929,1.5260212790966035,-37.47499999999999
24704,200,7.2702446985244755,-0.0499283492192626,7.334834725856781,1.466164174079895,-37.37499999999999
24832,200,11.825536146163941,-0.04781486942432821,11.889253747463226,1.590274277329445,-40.87499999999999
24960,200,7.503215715885163,-0.05775254679843783,7.575652086734772,1.4683831775188445,-48.8
25088,200,11.962069358825683,-0.03742737887892872,12.015909435749053,1.641270825266838,-40.45
25216,200,11.483400801420212,0.005966475000604987,11.493664305210114,1.6230003076791764,-36.474999999999994
25344,200,7.722262963056564,-0.0731102399341762,7.81198437333107,1.6611200493574143,-44.825
25472,200,10.851949768066406,-0.01183969565667212,10.880493512153626,1.6704038572311402,-41.87499999999999
25600,200,9.879845079183578,-0.038359231133945286,9.936254255771637,1.8049928271770477,-35.974999999999994
